链接标题,内容摘要,来源贴吧,最近回复用户名,最近回复时间,链接地址,主题帖包含图片链接,主题帖内容,图片本地存储地址
回复:手机漂流丢了 一个星期以后发短信钓鱼,回复 指天求虐洒家 :那肯定了 不过我的是掉水里了 应该被村民啥的捡到了,苹果,指天求虐洒家,2021-07-01 22:09,https://tieba.baidu.com/p/7429440545?pid=140098060642&cid=140098091939#140098091939,"['http://tiebapic.baidu.com/forum/w%3D580/sign=88218d30ee1bb0518f24b320067ada77/317f34a85edf8db1ea45fd765423dd54564e745c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=16a80c778eef76093c0b99971edca301/9b1c738da9773912a9478d8bbd198618377ae292.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b48100ae3f34349b74066e8df9eb1521/f34e0fb30f2442a7489f1c11c643ad4bd0130294.jpg']","['这个网站我点开了 是腾讯新闻  不过我没输入任何账号密码  他会不会解开？', '看样子没解开，我当初点进去输了密码就解开了', '我之前7P丢的时候，第二天就到了另一个城市的手机城，他们这个产业链我也是佩服', '苹果也真牛逼  掉水里泡了好久捞出来还能用', '这定位是我老家', '要不要等我回去帮你千里追凶', '这个回复短信的是不是脑子有shi啊', '前几天11吧有个骗子想让我上他id然后锁我手机 我反手就是电脑登录一套操作他的这个ID归我了', '主要是中国法律不健全  不打击这种非法手机编码的', '腾讯新闻，太假了吧', '虚拟号码回不了', '提问一下，如果选择抹掉iPhone，ID账号会不会一起没有了，还是只删除数据，ID依旧在。', '我觉得七楼说的对。这种服务器短信，智商低于正常人的才会回复', '如果是我我真的会被骗，感谢点醒，居然还有这种骗术', '你输个假的让他锁上']","['../../results\\钓鱼短信\\images\\荚嘉三哥-0.jpg', '../../results\\钓鱼短信\\images\\荚嘉三哥-1.jpg', '../../results\\钓鱼短信\\images\\荚嘉三哥-2.jpg']"
"回复:米10掉了,这是骗子发的钓鱼短信吗?","这只是定位了而已,你不要手机就算了",小米10,棉花棒棒糖w,2020-12-06 17:57,https://tieba.baidu.com/p/7125660544?pid=136838838109&cid=136870056841#136870056841,"['http://tiebapic.baidu.com/forum/w%3D580/sign=72a9bd871dd162d985ee621421dea950/d6e05bb30f2442a7a9920ee6c643ad4bd0130202.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b9e940dd9526cffc692abfba89004a7d/7376cb3df8dcd100b40dce65658b4710b8122f15.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b9e940dd9526cffc692abfba89004a7d/7376cb3df8dcd100b40dce65658b4710b8122f15.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=ad8c0b8026adcbef01347e0e9cae2e0e/115f696d55fbb2fb3e386a56584a20a44723dc90.jpg']","['11.20丢了小米10，打过去关机，赶紧报警挂失卡，通过云服务远程锁定和清除数据。某一天登录云服务显示设备已经锁定，还显示了手机电量，但就是定位不到位置。今天上午有个外地的未接电话，打过去是空号，接着又来了这么条短信，我一看网址后面一串后缀，似乎不是官网就心里咯噔一下，点进去和官网页面做得一模一样，但我还是自己输入官网网址i.mi.com登录查找了一下，发现设备并没有任何回应。我打了这个短信的电话，告诉我是国际长途，我没有权限。来问问吧友，这意味着捡手机的人解不开小米的锁吗？不然为啥来钓我的账户密码？我的手机还有找回的希望吗……如果它注定回不来，能一直维持板砖模式也挺好。', '应该是钓鱼网站', '遇到牛的还是可以解开的，不过这种网址就不要访问了', '你就乱输入，让那**的猜。', '小米云服务没有www，网址是i.mi.com，其他都假的', '所有安卓机都可以刷机解决，只有苹果刷机了也要输入密码才能使用', '不能便宜他，让他拆机卖零件', '一次不成又开始换着网址发……人的贪欲真是无尽的得了手机还想继续把小米账户弄到……', '又开始来钓鱼短信了这玩意能报警吗？', '这只是定位了而已，你不要手机就算了', '钓鱼链接']","['../../results\\钓鱼短信\\images\\棉花棒棒糖w-0.jpg', '../../results\\钓鱼短信\\images\\棉花棒棒糖w-1.jpg', '../../results\\钓鱼短信\\images\\棉花棒棒糖w-1.jpg', '../../results\\钓鱼短信\\images\\棉花棒棒糖w-3.jpg']"
"回复:前几天7p被偷了,昨天开机之后就锁上了,然后钓鱼短信就来了,","说真的没啥用,就算你到了手机显示的地点附近,你又能知道是哪个人拿着你的手机么?难道让所有人都别走,一个个拿手机给你看?",iphone7plus,碧海炎砂,2021-06-03 15:57,https://tieba.baidu.com/p/6798653922?pid=139639850299&cid=0#139639850299,"['http://tiebapic.baidu.com/forum/w%3D580/sign=c70adc960cd5ad6eaaf964e2b1cb39a3/3d76cc381f30e924ad887b635b086e061d95f737.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=7c6259b6a41c8701d6b6b2ee177f9e6e/3945bfb5c9ea15ce64c2075ba1003af33a87b237.jpg']","['前几天7p被偷了，昨天开机之后就锁上了，然后钓鱼短信就来了，有没有大佬支支招#iPhone##手机#', '定位报警', 'p50pro', '华为p50pro有点秀', '说真的没啥用，就算你到了手机显示的地点附近，你又能知道是哪个人拿着你的手机么？难道让所有人都别走，一个个拿手机给你看？', '不如魅族手机 可以远程拍照 看看那个人拿到你手机时候的嘴脸']","['../../results\\钓鱼短信\\images\\碧海炎砂-0.jpg', '../../results\\钓鱼短信\\images\\碧海炎砂-1.jpg']"
回复:啥意思啊?他咋知道我会钓鱼?,"哈哈哈,那第一条的话。是不是就是说他怎么知道你你诈骗",路亚,年轻巨好,2021-11-18 08:38,https://tieba.baidu.com/p/7614167040?pid=142104778188&cid=0#142104778188,['http://tiebapic.baidu.com/forum/w%3D580/sign=56c70c7a4d3853438ccf8729a312b01f/5d6dc21b9d16fdfaccbc39f8e98f8c5495ee7b53.jpg'],"['金沙江旁边的我也收到了，江边不敢去碰。', '你那附近有发这个的基站', '附近有基站发，群发的', '哈哈哈，那第一条短信的话。是不是就是说他怎么知道你你诈骗', '小伙子越来越有刑了']",['../../results\\钓鱼短信\\images\\年轻巨好.jpg']
回复:手机丢失被钓鱼,手机是3月7号晚上丢的 当时就打不通电话了 因为我就一个手机号 第二天我就直接补卡(不补卡我连工作微信都登不了) 然后我用以前退役的6S把他锁了 留了联系方式。 刚刚看剧突然收到 还不知道怎么办...,iphone,_Yu林夕,2021-03-18 12:46,https://tieba.baidu.com/p/7265878860?pid=138377760483&cid=0#138377760483,['http://tiebapic.baidu.com/forum/w%3D580/sign=5a35c4e5be014c08193b28ad3a7a025b/d536e724b899a901ff19127a0a950a7b0208f551.jpg'],"['好家伙 这东西被我给遇到了#苹果手机##刷机#', '手机是3月7号晚上丢的 当时就打不通电话了  因为我就一个手机号 第二天我就直接补卡（不补卡我连工作微信都登不了）然后我用以前退役的6S把他锁了 留了联系方式。 刚刚看剧突然收到短信  还不知道怎么办', '大家好，我是来水水的，+3', '直接抹掉啦', '直接抹掉，买个新的吧']",['../../results\\钓鱼短信\\images\\_Yu林夕.jpg']
回复:这个应该是钓鱼网站吧  我最近一个多月都没有登陆过 有没有明,"假的,网站,别点啊,最近很多这类",gateio,pvgyz789,2021-07-26 10:11,https://tieba.baidu.com/p/7462808736?pid=140476068214&cid=0#140476068214,['http://tiebapic.baidu.com/forum/w%3D580/sign=90826559beec8a13141a57e8c7029157/0e963efa43166d2288e45422512309f79152d260.jpg'],"['这个应该是钓鱼网站吧  我最近一个多月都没有登陆过 有没有明白的老哥 说说  输入了密码 还要输入资金安全码', '假的，钓鱼网站，别点啊，最近很多这类短信', '问客服，客服说都是骗子']",['../../results\\钓鱼短信\\images\\pvgyz789.jpg']
"用积分兑换空气炸锅,竟花了2万多元?","带你进入网站骗子通过伪基站发:http://waip-10086m.com/。网址上还有一个m字母,是10086m,这明显是一个网站,千万不要按要求操作,否则损失惨重!办理积分兑换业务,尽量不要直接跳转链接操作,可拨打官方客服电话或者登录官网...",岳阳,岳阳网警,2021-12-26 15:02,https://tieba.baidu.com/p/7673134980?pid=142626610787&cid=0#142626610787,"['http://tiebapic.baidu.com/forum/w%3D580/sign=44187fea201ed21b79c92eed9d6fddae/d4eaad345982b2b7132ed7dc6cadcbef77099ba0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=604ea6368f1b0ef46ce89856edc551a1/d89a5982b2b7d0a2c878ea8596ef76094a369aa0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b892093353f41bd5da53e8fc61db81a0/2c2cb2b7d0a20cf4f42110c72b094b36adaf99a0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1497d5dc46d5ad6eaaf964e2b1ca39a3/c719d0a20cf431ad0d63ad211636acaf2fdd98a0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=c978c0fdf06eddc426e7b4f309dab6a2/a50c0cf431adcbefb185901ef1af2edda2cc9fa0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=d359764680c451daf6f60ce386fc52a5/795a31adcbef760983ba778773dda3cc7dd99ea0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=64e206ec0cda81cb4ee683c56267d0a4/4403cbef76094b366523f5f5fecc7cd98c109da0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=17488af2dccb39dbc1c0675ee01709a7/be4176094b36acafe45178e421d98d1000e99ca0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=9a565ae364dbb6fd255be52e3925aba6/03a74b36acaf2edd6840a7f1d01001e9380193a0.jpg']",['年底了不少商家会推出积分清零活动平日各种消费积攒的积分再不及时兑换有的可能就会过期作废商家会发来提醒信息不过这时候骗子也盯准“契机”来忽悠人了像这样的“积分兑换”“积分清零”提醒短信相信大家可能都收到过这样的短信或电话一定要谨慎，注意识别最近，广东省江门市民杨先生收到一条由某电信运营商发来的积分兑换短信，内容如下尊敬的客户：您好！您的话费积分3160即将过期，请手机登录eb-10086.com/bank激活领取现金礼包。看见到短信是由自己手机号码所在的运营商发来的而且短信里的网址与真实网址相似杨先生并没有过多的怀疑就用手机开了网址进入的也是一个标题为“掌上营业厅”的页面页面要求填写姓名、身份证号、信用卡卡号、交易密码、预留手机和卡背后三位等信息杨先生按照要求填写后又进入了一个标题为“全国银联信用卡提额专用”的页面继续填写信息后就被要求下载安全控件（实际上是木马程序）当杨先生提交信息后页面就进入了一直等待的状态不久后王先生就收到多笔消费短信提示自己的信用卡被消费了7739元珠海的张先生也遇到了一样的骗局本想用积分兑换一台空气炸锅结果2万多元没了往年张先生也通过积分兑换了不少话费、日用品、视频会员等等这回他一看到短信并没有过多的怀疑就用手机打开了网址填写了个人信息还下载了一个“安全软件”（实际上木马软件）最后等来的不是空气炸锅而是信用卡被消费22839元的短信其实这些骗局都是骗子通过基站伪装成电信运营商发送短信诱导受害者填写个人信息并下载木马软件最后盗刷受害者的信用卡临近年底各种积分清零、积分兑换活动也进入高峰期为了避免上当受骗特别提醒大家一定要注意以下几点收到积分兑换的短信，即便是自己熟悉的客服号码发来的短信，也不能轻易相信。“10086”和“l0086”傻傻分不清如果不仔细看，可能大部分人都会误以为这真的是10086所发送的，可是仔细观察这里的“l0086”，就会发现它是小写的L而不是1。骗子利用大家对英文字母“l”和数字“1”的低辨识度，混淆视野、投机取巧。凡是短信中有网址链接的，一定要注意识别，千万不能随意点击，有可能是木马病毒或是仿冒的钓鱼网站。遇到要输入真实姓名、银行卡及密码等隐私信息时，一定要多留心。不论是银行还是电信运营商又或是商家发送的活动短信，通常只会要求用户填写账号或手机号，不会要求用户填写银行卡密码、身份证号等非常敏感的信息，更不可能要求用户填写信用卡有效期、安全码等信息。前缀后缀混淆视野带你进入钓鱼网站骗子通过伪基站发短信：。网址上还有一个m字母，是10086m，这明显是一个钓鱼网站，千万不要按要求操作，否则损失惨重！办理积分兑换业务，尽量不要直接跳转链接操作，可拨打官方客服电话或者登录官网咨询办理，又或者是打开通过官方渠道下载的手机App进行操作。冒充工作人员骗取验证信息骗子还会冒充工作人员，拨打电话宣传积分兑换礼品活动，索要验证码、密码；或是谎称中奖、积分回馈活动，索要各类验证信息，骗取钱财。总之大家如收到类似短信时要多加留心，避免上当如发现被骗请及时拨打110报警来源：广东公安'],"['../../results\\钓鱼短信\\images\\岳阳网警-0.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-1.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-2.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-3.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-4.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-5.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-6.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-7.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-8.jpg']"
"用积分兑换空气炸锅,竟花了2万多元?","带你进入网站骗子通过伪基站发:http://waip-10086m.com/。网址上还有一个m字母,是10086m,这明显是一个网站,千万不要按要求操作,否则损失惨重!办理积分兑换业务,尽量不要直接跳转链接操作,可拨打官方客服电话或者登录官网...",岳阳,岳阳网警,2021-12-26 15:02,https://tieba.baidu.com/p/7673135056?pid=142626611390&cid=0#142626611390,"['http://tiebapic.baidu.com/forum/w%3D580/sign=44187fea201ed21b79c92eed9d6fddae/d4eaad345982b2b7132ed7dc6cadcbef77099ba0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=604ea6368f1b0ef46ce89856edc551a1/d89a5982b2b7d0a2c878ea8596ef76094a369aa0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b892093353f41bd5da53e8fc61db81a0/2c2cb2b7d0a20cf4f42110c72b094b36adaf99a0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1497d5dc46d5ad6eaaf964e2b1ca39a3/c719d0a20cf431ad0d63ad211636acaf2fdd98a0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=c978c0fdf06eddc426e7b4f309dab6a2/a50c0cf431adcbefb185901ef1af2edda2cc9fa0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=d359764680c451daf6f60ce386fc52a5/795a31adcbef760983ba778773dda3cc7dd99ea0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=64e206ec0cda81cb4ee683c56267d0a4/4403cbef76094b366523f5f5fecc7cd98c109da0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=17488af2dccb39dbc1c0675ee01709a7/be4176094b36acafe45178e421d98d1000e99ca0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=9a565ae364dbb6fd255be52e3925aba6/03a74b36acaf2edd6840a7f1d01001e9380193a0.jpg']",['年底了不少商家会推出积分清零活动平日各种消费积攒的积分再不及时兑换有的可能就会过期作废商家会发来提醒信息不过这时候骗子也盯准“契机”来忽悠人了像这样的“积分兑换”“积分清零”提醒短信相信大家可能都收到过这样的短信或电话一定要谨慎，注意识别最近，广东省江门市民杨先生收到一条由某电信运营商发来的积分兑换短信，内容如下尊敬的客户：您好！您的话费积分3160即将过期，请手机登录eb-10086.com/bank激活领取现金礼包。看见到短信是由自己手机号码所在的运营商发来的而且短信里的网址与真实网址相似杨先生并没有过多的怀疑就用手机开了网址进入的也是一个标题为“掌上营业厅”的页面页面要求填写姓名、身份证号、信用卡卡号、交易密码、预留手机和卡背后三位等信息杨先生按照要求填写后又进入了一个标题为“全国银联信用卡提额专用”的页面继续填写信息后就被要求下载安全控件（实际上是木马程序）当杨先生提交信息后页面就进入了一直等待的状态不久后王先生就收到多笔消费短信提示自己的信用卡被消费了7739元珠海的张先生也遇到了一样的骗局本想用积分兑换一台空气炸锅结果2万多元没了往年张先生也通过积分兑换了不少话费、日用品、视频会员等等这回他一看到短信并没有过多的怀疑就用手机打开了网址填写了个人信息还下载了一个“安全软件”（实际上木马软件）最后等来的不是空气炸锅而是信用卡被消费22839元的短信其实这些骗局都是骗子通过基站伪装成电信运营商发送短信诱导受害者填写个人信息并下载木马软件最后盗刷受害者的信用卡临近年底各种积分清零、积分兑换活动也进入高峰期为了避免上当受骗特别提醒大家一定要注意以下几点收到积分兑换的短信，即便是自己熟悉的客服号码发来的短信，也不能轻易相信。“10086”和“l0086”傻傻分不清如果不仔细看，可能大部分人都会误以为这真的是10086所发送的，可是仔细观察这里的“l0086”，就会发现它是小写的L而不是1。骗子利用大家对英文字母“l”和数字“1”的低辨识度，混淆视野、投机取巧。凡是短信中有网址链接的，一定要注意识别，千万不能随意点击，有可能是木马病毒或是仿冒的钓鱼网站。遇到要输入真实姓名、银行卡及密码等隐私信息时，一定要多留心。不论是银行还是电信运营商又或是商家发送的活动短信，通常只会要求用户填写账号或手机号，不会要求用户填写银行卡密码、身份证号等非常敏感的信息，更不可能要求用户填写信用卡有效期、安全码等信息。前缀后缀混淆视野带你进入钓鱼网站骗子通过伪基站发短信：。网址上还有一个m字母，是10086m，这明显是一个钓鱼网站，千万不要按要求操作，否则损失惨重！办理积分兑换业务，尽量不要直接跳转链接操作，可拨打官方客服电话或者登录官网咨询办理，又或者是打开通过官方渠道下载的手机App进行操作。冒充工作人员骗取验证信息骗子还会冒充工作人员，拨打电话宣传积分兑换礼品活动，索要验证码、密码；或是谎称中奖、积分回馈活动，索要各类验证信息，骗取钱财。总之大家如收到类似短信时要多加留心，避免上当如发现被骗请及时拨打110报警来源：广东公安'],"['../../results\\钓鱼短信\\images\\岳阳网警-0.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-1.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-2.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-3.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-4.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-5.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-6.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-7.jpg', '../../results\\钓鱼短信\\images\\岳阳网警-8.jpg']"
来钓鱼吧!这是今天的成果,"高价回收垃圾,有的滴滴",赚钱app,璐村惂鐢ㄦ埛_7V4887D,2021-11-08 11:57,https://tieba.baidu.com/p/7604617281?pid=141974758608&cid=0#141974758608,['http://tiebapic.baidu.com/forum/w%3D580/sign=b445d2f7835c1038247ececa8210931c/981cc7eb15ce36d3882c51dd7ff33a87e850b15a.jpg'],"['高价回收垃圾短信，有的滴滴', '还收短信吗']",['../../results\\钓鱼短信\\images\\璐村惂鐢ㄦ埛_7V4887D.jpg']
回复:这是钓鱼短信吗?我能点进去吗?,"我输入了怎么办?还发信息给我说对方在备份我的资料,但是我已经改了id密码了,这样还会备份成功吗?",苹果,,2020-11-08 19:25,https://tieba.baidu.com/p/6107953776?pid=125267226118&cid=136267395234#136267395234,"['https://imgsa.baidu.com/forum/w%3D580/sign=a98af9bd9282d158bb8259b9b00b19d5/225520a4462309f7e8d1d2417c0e0cf3d6cad6c2.jpg', 'https://imgsa.baidu.com/forum/w%3D580/sign=d89d987800f41bd5da53e8fc61db81a0/dd61ca8065380cd734a0ddbeaf44ad34588281c2.jpg']","['这是钓鱼短信吗？我能点进去吗？', '假的,网址都不是加密的（https）,点进去肯定要你输I D密码,输了就完了.另外,记得开通两部验证', 'Apple 除了发货会短信通知，别的时候是不会发短信给你的，都是邮箱通知', '点进去，输入Apple ID和密码。然后你丢失的手机就被解开了', '苹果是不会已短信的方式通知你的，只会用邮箱给你发消息', '钓鱼短信，以前我就做解苹果ID', '丢手机报警就是了，其他别管', '假的，别点', '点进去，瞎输账号密码，气死他', '二级域不对，只有二级域是apple的才是苹果的网站', '', '怎么老是天天看到有人水这种', '别乱点', '苹果基本都以邮件的方式通知 不用短信的']",['../../results\\钓鱼短信\\images\\-0.jpg']
必看!国庆防骗指南,"低价团,一日游含链接。不要轻易相信街头散发“一日游”小广告、公交站台设立的“一日游”招徕站牌、通过旅游交通地图上刊登“一日游”广告、互联网上的“一日游”等宣传广告,以此引诱网友点击网址链接,而后则通过植入手机木马,盗取...",安顺,安顺网警,2021-10-02 09:54,https://tieba.baidu.com/p/7561328251?pid=141512800398&cid=0#141512800398,"['http://tiebapic.baidu.com/forum/w%3D580/sign=638fdcdcffa1cd1105b672288913c8b0/3e8dfffaaf51f3de2fdc8188d1eef01f3b29790f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=4d53b77d8811728b302d8c2af8fdc3b3/5e61ad51f3deb48f10079932b51f3a292cf5780f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=27f2c0cd378b4710ce2ffdc4f3cfc3b2/0ccaf1deb48f8c5409bdfdc37f292df5e1fe7f0f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=53427f570210b912bfc1f6f6f3fcfcb5/5045b68f8c5494ee6e4c37f568f5e0fe98257e0f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=edd84accfc12c8fcb4f3f6c5cc0292b4/17148e5494eef01fa57a2029a5fe9925bd317d0f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=e743b4ce8dfcc3ceb4c0c93ba244d6b7/2fcf96eef01f3a298da6ed22dc25bc315d607c0f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1841c52086cec3fd8b3ea77de689d4b6/3775f21f3a292df541ad94f9f9315c6035a8730f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=6aafce1286fdfc03e578e3b0e43e87a9/538438292df5e0fe3b76b1ed196034a85fdf720f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=609dce21b9039245a1b5e107b795a4a8/99b22ff5e0fe99251f6251bc71a85edf8cb1710f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=67aef1dfd745d688a302b2ac94c37dab/8e6ee2fe9925bc31f83339741bdf8db1ca13700f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=59509f999388d43ff0a991fa4d1fd2aa/43659b25bc315c6091fb5303c8b1cb134854770f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=3416db54913f8794d3ff4826e21a0ead/3abebe315c6034a8f88c806d8e1349540823760f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=71dbd9e3c294a4c20a23e7233ef51bac/1faa5e6034a85edf2ae2c6cf0c540923dc54750f.jpg']",['终于 终于 终于等到十一国庆放长假啦！小伙伴们是准备外出游玩还是宅在家中打游戏呢?but......不论大家有什么假期计划骗子们可不会因为国庆节假期而放过我们这份国庆防骗指南请一定要看下去事关你们的“钱袋子”1、交通违章诈骗国庆期间，选择驾车出行的朋友肯定不少。不法分子通过发送虚假违章通知短信，诱骗用户点击短信中的木马病毒链接。2、航班取消改签诈骗针对乘坐飞机出行的人，不法分子也有相应的诈骗手段。假冒航空公司发送航班取消改签短信，诱骗用户拨打短信预留的虚假客服号码办理改签，假冒的航空客服人员接到用户的电话后，以收取手续费或工本费为由，要求用户汇款至指定账户。3、购票诈骗不法分子还会冒充机场或车站工作人员发送的“购票失败”短信，谎称因系统问题出票失败欲给用户退票款。用户联系后，再“热心”地指导用户在ATM操作领取票款，实则在指挥用户向其账号实施汇款操作。4、各种旅游诈骗低价团，一日游短信含钓鱼链接。不要轻易相信街头散发“一日游”小广告、公交站台设立的“一日游”招徕站牌、通过旅游交通地图上刊登“一日游”广告、互联网上的“一日游”等宣传广告，以此引诱网友点击网址链接，而后则通过植入手机木马，盗取个人信息。5、聚会名单诈骗国庆期间，亲朋好友、同学、同事总会计划着一起聚聚，不法分子趁机发送聚会名单。短信中仍含有木马病毒下载链接，一旦点击手机就会被不法分子控制。6、聚会照片诈骗聚会的照片总得给亲朋发一发，不法分子又抓住人们的心理，趁机发送聚会照片短信。用户下载安装了短信中的程序，照片没看到，手机却中毒了。7、婚宴诈骗，百日宴诈骗，乔迁新居宴诈骗很多人喜欢在国庆期间举办各类喜宴，此时不法分子又趁机发送“请帖”病毒短信，只要用户点击手机就会中毒。8、低价购物诈骗很多商家在国庆期间搞促销活动，不法分子也嗅到“商机”，趁机发送“虚假产品推销”短信，以低廉的价格诱导用户下单购买。不法分子会以货到付款的方式发货，如用户拒收，对方就会以短信或电话的形式骚扰或恐吓，要求用户高价赔偿。如果收货，实际是假冒产品。9、购物退款诈骗不法分子冒充商家客服给用户发短信，谎称因系统问题购物失败欲给用户退款，诱骗用户在指定的退款网站输入银行卡号、密码等私密信息。而退款网站实则为钓鱼网站，不法分子窃取用户在钓鱼网址中输入的信息，然后进行转账、消费等不法活动。10、免费WiFi，小心个人信息泄露国庆出游，为了节约流量，“蹭网”成了强需求，尤其是入住酒店，大家都习惯直接连接酒店的WiFi上网。但这时，蹭流量的用户往往落入骗子的圈套，免费WiFi背后很可能蹲着黑客。以同名WiFi的形式诱惑用户接入黑客搭设的虚假WiFi网络，进而轻而易举控制用户的手机，盗取手机上的银行账号密码、照片、视频等各种隐私信息。希望大家在欢度国庆的同时也要注意防骗！！！别让骗子毁了自己的好心情来源：常熟公安'],"['../../results\\钓鱼短信\\images\\安顺网警-0.jpg', '../../results\\钓鱼短信\\images\\安顺网警-1.jpg', '../../results\\钓鱼短信\\images\\安顺网警-2.jpg', '../../results\\钓鱼短信\\images\\安顺网警-3.jpg', '../../results\\钓鱼短信\\images\\安顺网警-4.jpg', '../../results\\钓鱼短信\\images\\安顺网警-5.jpg', '../../results\\钓鱼短信\\images\\安顺网警-6.jpg', '../../results\\钓鱼短信\\images\\安顺网警-7.jpg', '../../results\\钓鱼短信\\images\\安顺网警-8.jpg', '../../results\\钓鱼短信\\images\\安顺网警-9.jpg', '../../results\\钓鱼短信\\images\\安顺网警-10.jpg', '../../results\\钓鱼短信\\images\\安顺网警-11.jpg', '../../results\\钓鱼短信\\images\\安顺网警-12.jpg']"
"回复:呜呜呜,钓鱼媳妇没了??","我在楼下商店买了一包烟,在她家楼下公园水池里玩着路亚,一包烟抽完了,天也快亮了,汽笛从大老远传来,我知道,接她的车来了,今天她就要成为别人的新娘,可惜新郎不是我,车队走了,我很想跟上去,突然手机来了一条,是她发...",路亚,nz遗忘嘚以往,2021-09-29 21:31,https://tieba.baidu.com/p/7558609399?pid=141484576062&cid=0#141484576062,['http://tiebapic.baidu.com/forum/w%3D580/sign=588448e3de504fc2a25fb00dd5dce7f0/c9788e8ba61ea8d38ab5b0efd20a304e271f58cd.jpg'],"['', '她要结婚了，我连夜赶到她家楼下，看到她楼下门上的喜字，房间的灯还亮着，我不敢去打扰她，我在楼下商店买了一包烟，在她家楼下公园水池里玩着路亚，一包烟抽完了，天也快亮了，汽笛从大老远传来，我知道，接她的车来了，今天她就要成为别人的新娘，可惜新郎不是我，车队走了，我很想跟上去，突然手机来了一条短信，是她发过来的…… 她说：天刚亮，是打早口的好时候，你就别送我了，别分心，很挂底…… 下辈子我再嫁给你，忘了我吧。我忍不住问她，你怎么知道我在你家楼下，她说：你才买的禧玛诺21Dc声音太响了吵得我睡不着，你卖了吧。此时此刻我伤心的把这个下水没10次的21dc分享给大家，有需要的私信我。', '不然隔壁老王为什么会这样好送你鱼竿', '你老婆没了为啥放我老婆图片', '你小子真是个天才', '氵过了', '氵贴你们是同一个师傅教的吧', '免费包邮送一个VIB或者一个铁板 要得私聊我留下味星哦，我好加您 帮做个销量 不坑蒙拐骗', '', '大氵笔。', '有点意思']",['../../results\\钓鱼短信\\images\\nz遗忘嘚以往.jpg']
